experimento,hilo,tiempo_obtener_logger_ns,timestamp_ns,mensaje,tiempo_escritura_ns,tiempo_total_registro_ns
1,2,2905700,,,TOTAL,,37094400
1,3,300,,,TOTAL,,36794000
1,4,1138500,,,TOTAL,,35397900
2,1,900,846232062805200,0,24934000,
2,3,357500,846232063358000,0,34672600,
2,1,900,846232063777700,1,335100,
2,2,659900,846232064041800,0,35357500,
2,4,800,846232064295000,0,26418800,
2,2,659900,846232064574300,1,527600,
2,1,900,846232064925100,2,1144500,
2,3,357500,846232065167800,1,1588600,
2,1,900,846232065433500,3,506000,
2,2,659900,846232065669900,2,1093100,
2,4,800,846232065864400,1,1564600,
2,2,659900,846232066103400,3,431000,
2,1,900,846232066301000,4,865100,
2,3,357500,846232066484200,2,1310100,
2,1,900,846232066687500,5,384200,
2,2,659900,846232066949400,4,843400,
2,4,800,846232067164900,2,1297800,
2,2,659900,846232067400600,5,448700,
2,1,900,846232067690800,6,1000900,
2,3,357500,846232067926300,3,1439800,
2,1,900,846232068199100,7,505700,
2,2,659900,846232068477900,6,1074500,
2,4,800,846232068728800,3,1561400,
2,2,659900,846232068979600,7,499300,
2,1,900,846232069254700,8,1053200,
2,3,357500,846232069444800,4,1515800,
2,1,900,846232069624000,9,366900,
2,2,659900,846232069869400,8,886900,
2,4,800,846232070124400,4,1392700,
2,2,659900,846232070330700,9,459000,
2,1,900,846232070590200,10,963700,
2,3,357500,846232070802200,5,1354500,
2,1,900,846232071022000,11,414700,
2,2,659900,846232071274100,10,940800,
2,4,800,846232071490600,5,1363600,
2,2,659900,846232071744600,11,462100,
2,1,900,846232071953400,12,928800,
2,3,357500,846232072228000,6,1423200,
2,1,900,846232072449400,13,493200,
2,2,659900,846232072673500,12,926500,
2,4,800,846232072888500,6,1395400,
2,2,659900,846232073146300,13,470100,
2,1,900,846232073367400,14,915300,
2,3,357500,846232073618300,7,1387600,
2,2,659900,846232073836000,14,687200,
2,4,800,846232074051600,7,1160500,
2,3,357500,846232074250200,8,629500,
2,4,800,846232074453600,8,399500,
2,3,357500,846232074661800,9,409500,
2,4,800,846232074859000,9,402800,
2,3,357500,846232075059900,10,395500,
2,4,800,846232075261700,10,400200,
2,3,357500,846232075478700,11,410900,
2,4,800,846232075706500,11,437600,
2,3,357500,846232075912700,12,431500,
2,4,800,846232076112000,12,375000,
2,3,357500,846232076313800,13,398600,
2,4,800,846232076518600,13,403900,
2,3,357500,846232076725200,14,408800,
2,4,800,846232076936400,14,415400,
2,1,900,,,TOTAL,,35499100
2,2,659900,,,TOTAL,,45154600
2,3,357500,,,TOTAL,,48042600
2,4,800,,,TOTAL,,39062900
3,2,520400,846232275763500,0,20709200,
3,3,362800,846232276055900,0,21020400,
3,1,520800,846232276357100,0,21328300,
3,1,520800,846232276584900,1,224100,
3,1,520800,846232276785100,2,198400,
3,4,285200,846232277026600,0,21992500,
3,1,520800,846232277249000,3,462200,
3,2,520400,846232277510800,1,1280300,
3,3,362800,846232277816300,1,1583600,
3,2,520400,846232278076200,2,563200,
3,1,520800,846232278293400,4,1042400,
3,1,520800,846232278489400,5,194300,
3,1,520800,846232278700300,6,209400,
3,4,285200,846232278925200,1,1893900,
3,1,520800,846232279137700,7,435400,
3,2,520400,846232279350500,3,1272100,
3,3,362800,846232279618000,2,1799200,
3,2,520400,846232279835300,4,482600,
3,1,520800,846232280065100,8,925500,
3,4,285200,846232280263800,2,1336500,
3,1,520800,846232280434300,9,367000,
3,2,520400,846232280618700,5,781500,
3,3,362800,846232280833000,3,1203300,
3,2,520400,846232281002500,6,381600,
3,1,520800,846232281201000,10,764700,
3,4,285200,846232281390200,3,1124300,
3,1,520800,846232281577000,11,359200,
3,2,520400,846232281753000,7,748100,
3,3,362800,846232282005800,4,1170700,
3,2,520400,846232282214100,8,458900,
3,1,520800,846232282443400,12,864300,
3,4,285200,846232282742000,4,1349700,
3,1,520800,846232282950700,13,505100,
3,2,520400,846232283181500,9,965000,
3,3,362800,846232283390100,5,1381900,
3,2,520400,846232283596900,10,413200,
3,1,520800,846232283834200,14,881200,
3,4,285200,846232284147100,5,1402700,
3,2,520400,846232284351500,11,746200,
3,3,362800,846232284606600,6,1214300,
3,2,520400,846232284818300,12,464300,
3,4,285200,846232285098300,6,948700,
3,2,520400,846232285298800,13,478100,
3,3,362800,846232285595400,7,986500,
3,2,520400,846232285808300,14,507200,
3,4,285200,846232286029800,7,929200,
3,3,362800,846232286315200,8,717200,
3,3,362800,846232286598100,9,280400,
3,4,285200,846232286818600,8,786400,
3,3,362800,846232287054100,10,453400,
3,4,285200,846232287253900,9,432800,
3,3,362800,846232287482700,11,418400,
3,4,285200,846232287738900,10,482600,
3,3,362800,846232287964900,12,479800,
3,4,285200,846232288200500,11,453100,
3,3,362800,846232288468500,13,474400,
3,3,362800,846232288727300,14,256000,
3,4,285200,846232288954000,12,750500,
3,4,285200,846232289133100,13,176500,
3,4,285200,846232289307300,14,171900,
3,1,520800,,,TOTAL,,28808100
3,2,520400,,,TOTAL,,30756700
3,3,362800,,,TOTAL,,33694600
3,4,285200,,,TOTAL,,34275800
4,1,369300,846232491284400,0,20611600,
4,3,315100,846232491521200,0,20789400,
4,4,225800,846232491790100,0,21093200,
4,2,423500,846232492022300,0,21262700,
4,4,225800,846232492349300,1,554800,
4,1,369300,846232492577500,1,806200,
4,3,315100,846232492849300,1,1079700,
4,1,369300,846232493198400,2,618700,
4,4,225800,846232493424900,2,1073200,
4,2,423500,846232493683000,1,1656000,
4,4,225800,846232493896900,3,469400,
4,1,369300,846232494105900,3,904800,
4,3,315100,846232494334900,2,1483200,
4,1,369300,846232494557300,4,449400,
4,4,225800,846232494764200,4,865100,
4,2,423500,846232494972500,2,1287000,
4,4,225800,846232495200900,5,434600,
4,1,369300,846232495394100,5,834800,
4,3,315100,846232495616100,3,1279200,
4,1,369300,846232495819400,6,423100,
4,4,225800,846232496074900,6,871500,
4,2,423500,846232496305900,3,1331400,
4,4,225800,846232496506800,7,429600,
4,1,369300,846232496690800,7,869000,
4,3,315100,846232496878200,4,1259700,
4,1,369300,846232497055200,8,362000,
4,4,225800,846232497252600,8,743200,
4,2,423500,846232497550800,4,1242100,
4,4,225800,846232497737400,9,482200,
4,1,369300,846232498021800,9,964300,
4,3,315100,846232498232800,5,1352400,
4,1,369300,846232498459700,10,435400,
4,4,225800,846232498653100,10,913400,
4,2,423500,846232498839300,5,1286000,
4,4,225800,846232499043500,11,381700,
4,1,369300,846232499258700,11,782600,
4,3,315100,846232499444700,6,1209600,
4,1,369300,846232499634900,12,374000,
4,4,225800,846232499845900,12,800200,
4,2,423500,846232500027600,6,1186600,
4,4,225800,846232500213800,13,365900,
4,1,369300,846232500399000,13,762000,
4,3,315100,846232500618200,7,1165300,
4,1,369300,846232500812500,14,411400,
4,4,225800,846232501093900,14,877800,
4,2,423500,846232501346900,7,1317300,
4,3,315100,846232501540600,8,920100,
4,2,423500,846232501744500,8,395000,
4,3,315100,846232501954100,9,411100,
4,2,423500,846232502122400,9,375600,
4,3,315100,846232502323700,10,367500,
4,2,423500,846232502502100,10,377700,
4,3,315100,846232502675700,11,343000,
4,2,423500,846232502858400,11,347800,
4,3,315100,846232503048200,12,370300,
4,2,423500,846232503252000,12,363000,
4,3,315100,846232503449900,13,399200,
4,2,423500,846232503653800,13,399300,
4,3,315100,846232503844500,14,392300,
4,2,423500,846232504103100,14,446800,
4,1,369300,,,TOTAL,,30141800
4,2,423500,,,TOTAL,,33345500
4,3,315100,,,TOTAL,,33115300
4,4,225800,,,TOTAL,,30399700
5,4,155500,846232676777400,0,24422400,
5,3,270800,846232677065800,0,24685700,
5,2,349800,846232677385300,0,24975800,
5,2,349800,846232677616100,1,227000,
5,1,315300,846232677831000,0,25480600,
5,2,349800,846232678096000,2,477700,
5,3,270800,846232678460700,1,1215800,
5,4,155500,846232678749500,1,1518800,
5,3,270800,846232679047600,2,584200,
5,2,349800,846232679321000,3,1222400,
5,1,315300,846232679592600,1,1757100,
5,1,315300,846232679860300,2,265400,
5,2,349800,846232680081400,4,758300,
5,3,270800,846232680302100,3,1251900,
5,4,155500,846232680508000,2,1756500,
5,3,270800,846232680739900,4,436100,
5,2,349800,846232680959800,5,876100,
5,1,315300,846232681172900,3,1310100,
5,2,349800,846232681391500,6,429300,
5,3,270800,846232681612000,5,869400,
5,4,155500,846232681794400,3,1284400,
5,3,270800,846232682090600,6,476500,
5,2,349800,846232682345800,7,952200,
5,1,315300,846232682591200,4,1416200,
5,2,349800,846232682781600,8,433300,
5,3,270800,846232683006100,7,912400,
5,4,155500,846232683228000,4,1431400,
5,3,270800,846232683457400,8,448800,
5,2,349800,846232683701500,9,918100,
5,1,315300,846232683915000,5,1321400,
5,2,349800,846232684123900,10,420100,
5,3,270800,846232684335100,9,875100,
5,4,155500,846232684508500,5,1278100,
5,3,270800,846232684692800,10,355400,
5,2,349800,846232684865700,11,724400,
5,1,315300,846232685051100,6,1133800,
5,2,349800,846232685240500,12,372800,
5,3,270800,846232685443400,11,741500,
5,4,155500,846232685629400,6,1118800,
5,3,270800,846232685809500,12,364000,
5,2,349800,846232685994000,13,751500,
5,1,315300,846232686171900,7,1118700,
5,2,349800,846232686347500,14,351400,
5,3,270800,846232686613500,13,802000,
5,4,155500,846232686783800,7,1152300,
5,3,270800,846232686990600,14,374600,
5,1,315300,846232687277800,8,1103900,
5,4,155500,846232687507400,8,721400,
5,1,315300,846232687702300,9,421800,
5,4,155500,846232687887400,9,377300,
5,1,315300,846232688070500,10,365700,
5,4,155500,846232688268300,10,378600,
5,1,315300,846232688488200,11,407500,
5,4,155500,846232688697100,11,420700,
5,1,315300,846232688907800,12,417400,
5,4,155500,846232689095100,12,362500,
5,1,315300,846232689296200,13,384100,
5,4,155500,846232689510100,13,412800,
5,1,315300,846232689700800,14,402300,
5,4,155500,846232689965100,14,453000,
5,1,315300,,,TOTAL,,37352600
5,2,349800,,,TOTAL,,33940200
5,3,270800,,,TOTAL,,34613000
5,4,155500,,,TOTAL,,37611900
6,1,505200,846232865948900,0,22081200,
6,2,447600,846232866215200,0,22330900,
6,4,235800,846232866565700,0,22684800,
6,3,335700,846232866888700,0,23022000,
6,4,235800,846232867101700,1,531400,
6,1,505200,846232867320800,1,802200,
6,2,447600,846232867567600,1,1047900,
6,1,505200,846232867871400,2,547900,
6,4,235800,846232868088200,2,983900,
6,3,335700,846232868400300,1,1507200,
6,4,235800,846232868636800,3,546200,
6,1,505200,846232868931400,3,1057200,
6,2,447600,846232869148400,2,1577600,
6,1,505200,846232869428000,4,494000,
6,4,235800,846232869611700,4,972400,
6,3,335700,846232869824700,2,1421900,
6,4,235800,846232870021500,5,407300,
6,1,505200,846232870216700,5,786100,
6,2,447600,846232870404400,3,1253400,
6,1,505200,846232870607100,6,388100,
6,4,235800,846232870848700,6,824800,
6,3,335700,846232871081000,3,1254100,
6,4,235800,846232871383900,7,533000,
6,1,505200,846232871571700,7,962600,
6,2,447600,846232871786400,4,1379800,
6,1,505200,846232872040700,8,466900,
6,4,235800,846232872248100,8,861900,
6,3,335700,846232872462700,4,1379300,
6,4,235800,846232872679500,9,429400,
6,1,505200,846232872975300,9,921800,
6,2,447600,846232873197500,5,1408900,
6,1,505200,846232873398500,10,410300,
6,4,235800,846232873592400,10,910600,
6,3,335700,846232873770000,5,1305400,
6,4,235800,846232873954900,11,347900,
6,1,505200,846232874179700,11,762800,
6,2,447600,846232874407900,6,1197900,
6,1,505200,846232874598400,12,416100,
6,4,235800,846232874782000,12,824800,
6,3,335700,846232874966700,6,1194500,
6,4,235800,846232875141600,13,357400,
6,1,505200,846232875340300,13,739500,
6,2,447600,846232875533900,7,1123400,
6,1,505200,846232875735800,14,393000,
6,4,235800,846232875999700,14,855800,
6,3,335700,846232876253000,7,1284100,
6,2,447600,846232876424300,8,887900,
6,3,335700,846232876603300,8,348000,
6,2,447600,846232876776700,9,350300,
6,3,335700,846232876958800,9,353300,
6,2,447600,846232877130700,10,351900,
6,3,335700,846232877306500,10,340200,
6,2,447600,846232877481500,11,341300,
6,3,335700,846232877772000,11,457300,
6,2,447600,846232877961500,12,477900,
6,3,335700,846232878147900,12,343500,
6,2,447600,846232878332800,13,368600,
6,3,335700,846232878529800,13,379400,
6,2,447600,846232878714500,14,379200,
6,3,335700,846232878958400,14,426300,
6,1,505200,,,TOTAL,,31870600
6,2,447600,,,TOTAL,,34832600
6,3,335700,,,TOTAL,,35093700
6,4,235800,,,TOTAL,,32121600
7,1,425100,846233075591300,0,20075900,
7,2,446000,846233075850700,0,20280300,
7,4,249200,846233076189400,0,20664400,
7,3,350800,846233076434800,0,20895800,
7,4,249200,846233076667600,1,473700,
7,2,446000,846233076933500,1,880300,
7,1,425100,846233077299100,1,1252500,
7,2,446000,846233077539500,2,603100,
7,4,249200,846233077829400,2,1159400,
7,3,350800,846233078024600,1,1585500,
7,4,249200,846233078243100,3,411100,
7,2,446000,846233078490100,3,947800,
7,1,425100,846233078758600,2,1456700,
7,2,446000,846233079003700,4,511200,
7,4,249200,846233079201400,4,955900,
7,3,350800,846233079413900,2,1386600,
7,4,249200,846233079640600,5,436800,
7,2,446000,846233079830700,5,824200,
7,1,425100,846233080073600,3,1313000,
7,2,446000,846233080272900,6,440100,
7,4,249200,846233080557800,6,909400,
7,3,350800,846233080771400,3,1355100,
7,4,249200,846233080976400,7,416200,
7,2,446000,846233081231000,7,955500,
7,1,425100,846233081444200,4,1368700,
7,2,446000,846233081621900,8,388400,
7,4,249200,846233081829300,8,850500,
7,3,350800,846233082058100,4,1284100,
7,4,249200,846233082311100,9,479400,
7,2,446000,846233082511500,9,887000,
7,1,425100,846233082715000,5,1268400,
7,2,446000,846233082909500,10,395500,
7,4,249200,846233083090500,10,776800,
7,3,350800,846233083272300,5,1211600,
7,4,249200,846233083531600,11,431700,
7,2,446000,846233083711400,11,785400,
7,1,425100,846233083902500,6,1185200,
7,2,446000,846233084098500,12,384500,
7,4,249200,846233084279600,12,745700,
7,3,350800,846233084451300,6,1176900,
7,4,249200,846233084628800,13,347400,
7,2,446000,846233084799400,13,698600,
7,1,425100,846233084973700,7,1068900,
7,2,446000,846233085175200,14,373600,
7,4,249200,846233085375300,14,744200,
7,3,350800,846233085571100,7,1117500,
7,1,425100,846233085738800,8,763000,
7,3,350800,846233085910000,8,336700,
7,1,425100,846233086098100,9,357100,
7,3,350800,846233086319200,9,407100,
7,1,425100,846233086502900,10,402900,
7,3,350800,846233086696100,10,374600,
7,1,425100,846233086878800,11,366200,
7,3,350800,846233087070200,11,365000,
7,1,425100,846233087281500,12,400500,
7,3,350800,846233087473400,12,370400,
7,1,425100,846233087657500,13,373500,
7,3,350800,846233087835100,13,359100,
7,1,425100,846233088008600,14,349100,
7,3,350800,846233088266400,14,429000,
7,1,425100,,,TOTAL,,32495500
7,2,446000,,,TOTAL,,29607200
7,3,350800,,,TOTAL,,32729600
7,4,249200,,,TOTAL,,29852900
8,2,375700,846233263671100,0,22140500,
8,1,344200,846233263901200,0,22409000,
8,3,282100,846233264245900,0,22732500,
8,3,282100,846233264511500,1,262100,
8,4,204900,846233264755300,0,23258700,
8,3,282100,846233264993800,2,480300,
8,1,344200,846233265272200,1,1176000,
8,2,375700,846233265533900,1,1442200,
8,1,344200,846233265775400,2,501000,
8,3,282100,846233266046300,3,1050200,
8,4,204900,846233266297300,1,1537900,
8,3,282100,846233266545400,4,490700,
8,1,344200,846233266805900,3,1027900,
8,2,375700,846233267066000,2,1530000,
8,1,344200,846233267278300,4,469700,
8,3,282100,846233267465400,5,918100,
8,4,204900,846233267676600,2,1376800,
8,3,282100,846233267859100,6,391800,
8,3,282100,846233268035400,7,174400,
8,1,344200,846233268250000,5,969300,
8,2,375700,846233268488200,3,1420200,
8,1,344200,846233268734900,6,482600,
8,3,282100,846233269050500,8,1012900,
8,4,204900,846233269298600,3,1619500,
8,3,282100,846233269520400,9,467600,
8,1,344200,846233269758000,7,1020500,
8,2,375700,846233269994800,4,1504600,
8,1,344200,846233270222200,8,461700,
8,3,282100,846233270509000,10,987000,
8,4,204900,846233270832900,4,1532000,
8,3,282100,846233271028400,11,492800,
8,1,344200,846233271281700,9,1057000,
8,2,375700,846233271469700,5,1472700,
8,1,344200,846233271653200,10,369300,
8,3,282100,846233271836000,12,805400,
8,4,204900,846233272060200,5,1224900,
8,3,282100,846233272303000,13,465000,
8,1,344200,846233272526900,11,861800,
8,2,375700,846233272727200,6,1255300,
8,1,344200,846233272913300,12,384200,
8,3,282100,846233273104500,14,799000,
8,4,204900,846233273308600,6,1246200,
8,1,344200,846233273478900,13,563500,
8,2,375700,846233273669300,7,940100,
8,1,344200,846233273874800,14,393800,
8,4,204900,846233274108600,7,797700,
8,2,375700,846233274284900,8,613200,
8,4,204900,846233274498500,8,387900,
8,2,375700,846233274708300,9,421200,
8,4,204900,846233274915700,9,414900,
8,2,375700,846233275125700,10,414800,
8,4,204900,846233275342600,10,424500,
8,2,375700,846233275546600,11,411600,
8,4,204900,846233275748000,11,397000,
8,2,375700,846233275952300,12,403600,
8,4,204900,846233276139100,12,358900,
8,2,375700,846233276352400,13,396100,
8,4,204900,846233276541500,13,400200,
8,2,375700,846233276775100,14,420700,
8,4,204900,846233276987100,14,443100,
8,1,344200,,,TOTAL,,32384800
8,2,375700,,,TOTAL,,35247500
8,3,282100,,,TOTAL,,31593400
8,4,204900,,,TOTAL,,35493000
9,4,249100,846233445814500,0,22392400,
9,1,369800,846233446100300,0,22697800,
9,3,364000,846233446434900,0,22984900,
9,2,440400,846233446769600,0,23296100,
9,3,364000,846233447044400,1,604100,
9,1,369800,846233447283600,1,884900,
9,4,249100,846233447628500,1,1229700,
9,1,369800,846233447865200,2,579000,
9,3,364000,846233448185600,2,1138500,
9,2,440400,846233448477700,1,1703100,
9,3,364000,846233448706800,3,518800,
9,1,369800,846233448958000,3,1090000,
9,4,249100,846233449262400,2,1631200,
9,1,369800,846233449473900,4,513200,
9,3,364000,846233449699300,4,990000,
9,2,440400,846233449966100,2,1485600,
9,3,364000,846233450194900,5,492900,
9,1,369800,846233450405900,5,929200,
9,4,249100,846233450650900,3,1382100,
9,1,369800,846233450936600,6,528000,
9,3,364000,846233451195700,6,998400,
9,2,440400,846233451441900,3,1473400,
9,3,364000,846233451698200,7,499800,
9,1,369800,846233451945200,7,1006000,
9,4,249100,846233452175000,4,1521300,
9,1,369800,846233452377500,8,429600,
9,3,364000,846233452568100,8,867400,
9,2,440400,846233452758000,4,1309800,
9,3,364000,846233453020200,9,449600,
9,1,369800,846233453279900,9,899900,
9,4,249100,846233453476500,5,1299300,
9,1,369800,846233453702000,10,419300,
9,3,364000,846233453901000,10,878300,
9,2,440400,846233454092900,5,1332600,
9,3,364000,846233454306700,11,396500,
9,1,369800,846233454521500,11,799500,
9,4,249100,846233454796800,6,1317900,
9,1,369800,846233455049900,12,526000,
9,3,364000,846233455380100,12,1071000,
9,2,440400,846233455615200,6,1519800,
9,3,364000,846233455854100,13,470800,
9,1,369800,846233456067800,13,1015200,
9,4,249100,846233456377700,7,1578200,
9,1,369800,846233456626400,14,555900,
9,3,364000,846233456856500,14,999800,
9,2,440400,846233457133200,7,1515000,
9,4,249100,846233457354700,8,973900,
9,2,440400,846233457668800,8,532900,
9,4,249100,846233457941700,9,584000,
9,2,440400,846233458209700,9,538000,
9,4,249100,846233458491000,10,546100,
9,2,440400,846233458796700,10,584500,
9,4,249100,846233459150600,11,646900,
9,2,440400,846233459446400,11,643200,
9,4,249100,846233459713900,12,561000,
9,2,440400,846233459909000,12,450100,
9,4,249100,846233460092100,13,372300,
9,2,440400,846233460281800,13,370400,
9,4,249100,846233460462500,14,368000,
9,2,440400,846233460737600,14,453600,
9,1,369800,,,TOTAL,,33227000
9,2,440400,,,TOTAL,,37266200
9,3,364000,,,TOTAL,,33409300
9,4,249100,,,TOTAL,,37043000
10,4,190000,846233624109300,0,19650000,
10,2,386600,846233624413100,0,19890000,
10,3,307900,846233624765100,0,20279900,
10,1,348200,846233625100800,0,20651500,
10,3,307900,846233625334900,1,565000,
10,4,190000,846233625611500,1,952600,
10,2,386600,846233625911400,1,1253200,
10,4,190000,846233626147400,2,533600,
10,3,307900,846233626382000,2,1044700,
10,1,348200,846233626688800,1,1583700,
10,3,307900,846233626998500,3,613800,
10,4,190000,846233627212000,3,1062200,
10,2,386600,846233627536500,2,1622400,
10,4,190000,846233627813900,4,599400,
10,3,307900,846233628076400,4,1075700,
10,1,348200,846233628346500,2,1654900,
10,3,307900,846233628610400,5,531400,
10,4,190000,846233628844700,5,1027800,
10,2,386600,846233629116300,3,1576900,
10,4,190000,846233629335900,6,488700,
10,3,307900,846233629587900,6,975000,
10,1,348200,846233629832900,3,1483700,
10,3,307900,846233630116100,7,525600,
10,4,190000,846233630328900,7,990400,
10,2,386600,846233630564700,4,1442200,
10,4,190000,846233630800300,8,468800,
10,3,307900,846233631036100,8,917300,
10,1,348200,846233631296200,4,1460700,
10,3,307900,846233631515100,9,476500,
10,4,190000,846233631765300,9,962600,
10,2,386600,846233632047800,5,1480500,
10,4,190000,846233632248300,10,480400,
10,3,307900,846233632462200,10,944400,
10,1,348200,846233632803400,5,1504700,
10,3,307900,846233633046200,11,573300,
10,4,190000,846233633290600,11,1015100,
10,2,386600,846233633562000,6,1511900,
10,4,190000,846233633767900,12,474600,
10,3,307900,846233634011700,12,963000,
10,1,348200,846233634282200,6,1476300,
10,3,307900,846233634495500,13,481300,
10,4,190000,846233634699700,13,925000,
10,2,386600,846233634998400,7,1433900,
10,4,190000,846233635188600,14,486500,
10,3,307900,846233635425300,14,927300,
10,1,348200,846233635632500,7,1347900,
10,2,386600,846233635924800,8,923900,
10,1,348200,846233636210800,8,575900,
10,2,386600,846233636499800,9,572500,
10,1,348200,846233636748200,9,534700,
10,2,386600,846233637061800,10,559600,
10,1,348200,846233637260700,10,510000,
10,2,386600,846233637490200,11,418700,
10,1,348200,846233637804400,11,534700,
10,2,386600,846233638089700,12,596800,
10,1,348200,846233638289800,12,453200,
10,2,386600,846233638544300,13,451800,
10,1,348200,846233638741700,13,449500,
10,2,386600,846233638971100,14,424100,
10,1,348200,846233639188000,14,443900,
10,1,348200,,,TOTAL,,34741400
10,2,386600,,,TOTAL,,34450400
10,3,307900,,,TOTAL,,30942800
10,4,190000,,,TOTAL,,30731700
11,3,245900,846233811452800,0,22690100,
11,1,352300,846233811777900,0,23043700,
11,2,373400,846233812141600,0,23351600,
11,2,373400,846233812466900,1,320500,
11,4,165300,846233812748800,0,24010500,
11,2,373400,846233813027800,2,558400,
11,1,352300,846233813355900,1,1296400,
11,3,245900,846233813685300,1,1685300,
